Annotator,Document ID,Shared? ,SentNum,Sent
1,wsj_0090.mrg,Y,13,"Payouts on the S&P 500 stocks rose 10 % in 1988 , according to Standard & Poor 's Corp. , and Wall Street estimates for 1989 growth are generally between 9 % and 14 % *U* ."
1,wsj_0090.mrg,Y,16,"As a result , the market 's dividend yield -- dividends as a percentage of price -- has slid to a level that *T*-232 is fairly low and unenticing by historical standards ."
1,wsj_0090.mrg,Y,18,They are keeping a close watch on the yield on the S&P 500 .
1,wsj_0090.mrg,Y,22,"In fact , `` the market has always tanked ."
1,wsj_0090.mrg,Y,25,The last time 0 the S&P 500 yield dropped below 3 % *T*-1 was in the summer of 1987 .
1,wsj_0090.mrg,Y,29,"Still , some market analysts say 0 the current 3.3 % reading is n't as troublesome as it might have been *?* in years past ."
1,wsj_0090.mrg,Y,32,"So , while stock prices may look fairly high relative to dividends , they are not excessive relative to the underlying corporate strength ."
1,wsj_0090.mrg,Y,35,"That is just a tad below the average of the past 40 years or so , he says 0 *T*-1 ."
1,wsj_0090.mrg,Y,36,What *T*-234 will happen to dividend growth next year ?
1,wsj_0090.mrg,Y,41,Dividend growth on the order of 12 % is expected *-142 by both Mr. Coxon of Cigna and Mr. Einhorn of Goldman Sachs .
1,wsj_0090.mrg,Y,46,"While the S&P tally does n't measure the magnitude of dividend changes , a further slippage in the number of dividend increases could be a harbinger of slower dividend growth next year ."
1,wsj_0153.mrg,Y,1,"The aerospace , automotive supply , electronics and printing-press concern also indicated that the first half of fiscal 1990 could be rough ."
1,wsj_0153.mrg,Y,4,"For fiscal 1989 's fourth quarter , Rockwell 's net income totaled $ 126.1 million *U* , or 50 cents a share ."
1,wsj_0153.mrg,Y,5,"That compares with operating earnings of $ 132.9 million *U* , or 49 cents a share , the year earlier ."
1,wsj_0153.mrg,Y,7,Sales rose 4 % to $ 3.28 billion *U* from $ 3.16 billion *U* .
1,wsj_0153.mrg,Y,9,"Overall , pretax electronics earnings soared 12 % to $ 107.9 million *U* from $ 96.4 million *U* ."
1,wsj_0153.mrg,Y,16,"The company also took hits in the fourth quarters of 1989 and 1988 on a fixed-price weapons-modernization development program -- probably the C-130 gunship , according to analysts ."
1,wsj_0153.mrg,Y,17,"For fiscal 1989 , the company posted net of $ 734.9 million *U* , or $ 2.87 *U* a share , down from $ 811.9 million *U* , or $ 3.04 *U* a share , in fiscal 1988 ."
1,wsj_0153.mrg,Y,18,"* Excluding one-time additions to profit in each year , earnings per share were $ 2.47 *U* , up 7.4 % from $ 2.30 *U* in fiscal 1988 ."
1,wsj_0153.mrg,Y,19,Sales for the year rose 5 % to $ 12.52 billion *U* from $ 11.95 billion *U* in fiscal 1988 .
1,wsj_0059.mrg,Y,7,"Sterling was quoted *-1 at $ 1.5755 *U* , down from $ 1.5805 *U* late Tuesday ."
1,wsj_0059.mrg,Y,8,"In Tokyo Thursday , the U.S. currency opened for trading at 143.93 yen , up from Wednesday 's Tokyo close of 143.08 yen ."
1,wsj_0059.mrg,Y,11,"He cites the recent deal between the Mitsubishi Estate Co. and the Rockefeller Group , as well as the possible white knight role of an undisclosed Japanese company in the Georgia-Pacific Corp. takeover bid for Great Northern Nekoosa Corp. as evidence ."
1,wsj_0059.mrg,Y,21,"On the Commodity Exchange in New York , gold for current delivery settled at $ 374.20 *U* an ounce , down 50 cents ."
1,wsj_0059.mrg,Y,22,Estimated volume was a moderate 3.5 million ounces .
1,wsj_0059.mrg,Y,23,"In early trading in Hong Kong Thursday , gold was quoted *-1 at $ 374.19 *U* an ounce ."
1,wsj_0154.mrg,Y,2,"That package now sells for about $ 2,099 *U* ."
1,wsj_0131.mrg,Y,0,"Odyssey Partners Limited Partnership , an investment firm , completed the purchase of May Department Stores Co. 's Caldor discount chain for $ 500 million *U* plus the assumption of $ 52 million *U* in debt ."
1,wsj_0131.mrg,Y,2,"May Stores , St. Louis , runs such well-known department stores as Lord & Taylor ."
1,wsj_0109.mrg,Y,3,Wall Street reacted favorably to Mr. McGovern 's departure and its implications .
1,wsj_0109.mrg,Y,9,"Campbell 's international businesses , particularly in the U.K. and Italy , appear *-1 to be at the heart of its problems ."
1,wsj_0109.mrg,Y,10,Growth has fallen short of targets and operating earnings are far below results in U.S. units .
1,wsj_0109.mrg,Y,12,"Similarly , Campbell 's Italian biscuit operation , D. Lazzaroni & Co. , has been hurt *-40 by overproduction and distribution problems ."
1,wsj_0109.mrg,Y,14,"However , neither Mr. Baum nor Mr. Harper has much international experience ."
1,wsj_0109.mrg,Y,18,"Mr. McGovern , 63 , had been under intense pressure *ICH*-1 from the board * to boost Campbell 's mediocre performance to the level of other food companies ."
1,wsj_0109.mrg,Y,29,"For fiscal 1989 , Mr. McGovern received a salary of $ 877,663 *U* ."
1,wsj_0093.mrg,Y,0,It was Richard Nixon 's first visit to China in 1972 that *T*-238 set in motion the historic rapprochement between Beijing and Washington .
1,wsj_0093.mrg,Y,3,"The Chinese , in turn , took aim at American `` interference '' in China 's domestic affairs ."
1,wsj_0093.mrg,Y,6,"The tension was evident on Wednesday evening during Mr. Nixon 's final banquet toast , normally an opportunity for * reciting platitudes about eternal friendship ."
1,wsj_0093.mrg,Y,10,The Chinese responded in an equally undiplomatic fashion .
1,wsj_0093.mrg,Y,13,China was the real victim and it *EXP*-1 is unjust * to reprove China for it . ''
1,wsj_0093.mrg,Y,16,"Relations between China and the U.S. have been tense since June 7 , when Chinese dissident Fang Lizhi and his wife , Li Shuxian , took refuge in the U.S. Embassy in Beijing *T*-1 ."
1,wsj_0093.mrg,Y,21,Mr. Nixon was *-1 to leave China today .
2,wsj_0083.mrg,N,20,Even a low-tech product like plate glass can catch a trading company 's fancy if there 's a strategic fit .
2,wsj_0083.mrg,N,21,"Free State Glass Industries of Warrenton , Va. , a small fabricator of architectural glass , was foundering under its original management ."
2,wsj_0083.mrg,N,24,"`` It 's not just a simple investment in a small company , '' Mr. Wakui says *T*-1 ."
2,wsj_0083.mrg,N,26,"Mitsubishi 's investment in Free State is `` very small ... less than $ 4 million *U* , '' Mr. Wakui says 0 *T*-1 ."
2,wsj_0083.mrg,N,30,They operate ships and banks .
2,wsj_0083.mrg,N,33,A host of electronics firms in California 's Silicon Valley were financed *-119 with trading-company venture capital .
2,wsj_0083.mrg,N,43,Sales by these subsidiaries in the fiscal year ending last March were more than $ 17 billion *U* .
2,wsj_0083.mrg,N,44,"A 1 % to 2 % *U* return on $ 17 billion *U* `` ai n't hay , '' Mr. Klauser says 0 *T*-1 ."
2,wsj_0069.mrg,N,1,Mr. Butler will remain on the board as a nonexecutive director .
2,wsj_0080.mrg,N,3,"However , it has n't yet made any proposals to shareholders ."
2,wsj_0080.mrg,N,6,It did n't elaborate .
2,wsj_0080.mrg,N,9,`` He appears *-1 to be in it for the long haul . ''
2,wsj_0080.mrg,N,10,Mr. Simmons and NL already own a 9.9 % stake in Georgia Gulf .
2,wsj_0080.mrg,N,12,NL is officially making the offer .
2,wsj_0080.mrg,N,22,"In other transactions , Mr. Simmons has followed friendly offers with a hostile tender offer ."
2,wsj_0080.mrg,N,25,"In the third quarter , Georgia Gulf earned $ 46.1 million *U* , or $ 1.85 *U* a share , down from $ 53 million *U* , or $ 1.85 *U* a share on fewer shares outstanding ."
2,wsj_0080.mrg,N,26,Sales fell to $ 251.2 million *U* from $ 278.7 million *U* .
2,wsj_0110.mrg,N,1,The key U.S. and foreign annual interest rates below are a guide to general levels but do n't always represent actual transactions .
2,wsj_0110.mrg,N,4,"FEDERAL FUNDS : 9 1\/2 % high , 8 3\/4 % low , 8 3\/4 % near closing bid , 9 % offered * ."
2,wsj_0110.mrg,N,5,Reserves traded * among commercial banks for overnight use in amounts of $ 1 million or more *U* .
2,wsj_0110.mrg,N,11,COMMERCIAL PAPER placed * directly by General Motors Acceptance Corp. : 8.55 % 30 to 44 days ; 8.25 % 45 to 59 days ; 8.45 % 60 to 89 days ; 8 % 90 to 119 days ; 7.90 % 120 to 149 days ; 7.80 % 150 to 179 days ; 7.55 % 180 to 270 days .
2,wsj_0110.mrg,N,12,"COMMERCIAL PAPER : High-grade unsecured notes sold * through dealers by major corporations in multiples of $ 1,000 *U* : 8.65 % 30 days ; 8.575 % 60 days ; 8.50 % 90 days ."
2,wsj_0110.mrg,N,14,"Average of top rates paid * by major New York banks on primary new issues of negotiable C.D.s , usually on amounts of $ 1 million and more *U* ."
2,wsj_0110.mrg,N,18,"Negotiable , bank-backed business credit instruments typically financing an import order ."
2,wsj_0110.mrg,N,20,LONDON INTERBANK OFFERED RATES -LRB- LIBOR -RRB- : 8 3\/4 % one month ; 8 3\/4 % three months ; 8 1\/2 % six months ; 8 7\/16 % one year .
2,wsj_0110.mrg,N,23,These rate indications are n't directly comparable ; lending practices vary widely by location .
2,wsj_0110.mrg,N,24,"TREASURY BILLS : Results of the Monday , October 30 , 1989 , auction of short-term U.S. government bills , sold * at a discount from face value in units of $ 10,000 to $ 1 million *U* : 7.78 % 13 weeks ; 7.62 % 26 weeks ."
2,wsj_0110.mrg,N,25,FEDERAL HOME LOAN MORTGAGE CORP . -LRB- Freddie Mac -RRB- : Posted yields on 30-year mortgage commitments for delivery within 30 days .
2,wsj_0019.mrg,N,0,"John R. Stevens , 49 years old , was named *-27 senior executive vice president and chief operating officer , both new positions ."
2,wsj_0019.mrg,N,3,"Arthur A. Hatch , 59 , was named *-28 executive vice president of the company ."
2,wsj_0019.mrg,N,7,"Robert P. Tassinari , 63 , was named *-29 senior vice president of Eastern Utilities ."
2,wsj_0071.mrg,N,4,Diamond Creek 1985 Lake Vineyard Cabernet weighed in this fall with a sticker price of $ 100 *U* a bottle .
2,wsj_0071.mrg,N,7,These first magnitude wines ranged in price from $ 40 *U* *RNR*-1 to $ 125 *U* *RNR*-1 a bottle .
2,wsj_0071.mrg,N,8,"In the last year or so , however , this exclusive club has taken in a host of flashy new members ."
2,wsj_0071.mrg,N,10,France can boast the lion 's share of high-priced bottles .
2,wsj_0071.mrg,N,11,"Bordeaux 's first growths from 1985 and 1986 are $ 60 to $ 80 *U* each -LRB- except for the smallest in terms of production , Chateau Petrus , which *T*-162 costs around $ 250 *U* ! -RRB- ."
2,wsj_0071.mrg,N,12,"These prices seem rather modest , however , in light of other French wines from current vintages ."
2,wsj_0071.mrg,N,14,"In Champagne , some of the prestige cuvees are inching toward $ 100 *U* a bottle ."
2,wsj_0071.mrg,N,15,The first Champagne 0 *T*-1 to crack that price barrier was the 1979 Salon de Mesnil Blanc de Blancs .
2,wsj_0071.mrg,N,18,The great reds of the Rhone Valley have soared in price as well .
2,wsj_0071.mrg,N,20,"None of France 's wine regions can steal a march on Burgundy , however ."
2,wsj_0071.mrg,N,21,"The six wines of the Domaine de la Romanee-Conti , 72 of the most precious acres of vineyard anywhere in the world , have commanded three-digit price tags for several years now ."
2,wsj_0071.mrg,N,22,"With the 1985 vintage , they soared higher : La Tache , $ 195 *U* ; Richebourg , $ 180 *U* ; Romanee-Conti , $ 225 *U* ."
2,wsj_0071.mrg,N,23,"Another small Burgundy estate , Coche-Dury , has just offered its 1987 Corton-Charlemagne for $ 155 *U* ."
2,wsj_0071.mrg,N,25,"Spain 's Vega Secilia Unico 1979 -LRB- released * only in its 10th year -RRB- is $ 70 *U* , as is *?* Australia 's Grange Hermitage 1982 ."
2,wsj_0071.mrg,N,30,"Some of the newer wines , even at $ 90 to $ 100 *U* *ICH*-1 a bottle or so , almost offer a bargain . ''"
2,wsj_0071.mrg,N,31,* Take Lake Vineyard Cabernet from Diamond Creek .
2,wsj_0071.mrg,N,41,"`` It 's just sort of a one-upsmanship thing with some people , '' added *T*-1 Larry Shapiro ."
2,wsj_0071.mrg,N,45,But consumers who *T*-169 buy at this level are also more knowledgeable than they were *?* a few years ago .
2,wsj_0071.mrg,N,53,"In every major market in the U.S. , for instance , you can buy '86 La Tache or Richebourg , virtually all of the first growth Bordeaux -LRB- except Petrus -RRB- , as well as Opus One and Dominus from California and , at the moment , the Stag 's Leap 1985 Cask 23 ."
2,wsj_0130.mrg,N,3,"Too often now , a single court decision becomes the precedent for other , less compelling cases ."
2,wsj_0130.mrg,N,6,"In the 1970s , scientists reported cancer cases among the daughters of DES users ."
2,wsj_0130.mrg,N,10,This has some logic .
2,wsj_0130.mrg,N,12,But courts quickly tumbled down a slippery slope .
2,wsj_0130.mrg,N,16,"Despite the Supreme Court 's refusal * to hear the case , there are serious constitutional issues of due process and uncompensated takings from the defendants ."
2,wsj_0130.mrg,N,27,DES daughters and other victims of drugs would be better off if their cases were taken *-1 out of the courts .
2,wsj_0099.mrg,N,0,"Zenith Data Systems Corp. , a subsidiary of Zenith Electronics Corp. , received a $ 534 million *U* Navy contract for software and services of microcomputers over an 84-month period ."
2,wsj_0099.mrg,N,1,Rockwell International Corp. won a $ 130.7 million *U* Air Force contract for AC-130U gunship replacement aircraft .
2,wsj_0099.mrg,N,3,Federal Data Corp. got a $ 29.4 million *U* Air Force contract for intelligence data handling .
2,wsj_0174.mrg,N,9,The ban on cross-border movement was imposed *-1 last month after a massive exodus of emigres to West Germany .
2,wsj_0174.mrg,N,10,"Also , a Communist official for the first time said 0 the future of the Berlin Wall could be open to discussion ."
2,wsj_0174.mrg,N,16,House-Senate conferees approved major portions of a package for more than $ 500 million *U* in economic aid for Poland .
2,wsj_0174.mrg,N,19,South African troops were placed *-1 on alert .
2,wsj_0174.mrg,N,24,Beijing 's rulers complained to the former president about U.S. `` interference '' in China 's domestic affairs .
2,wsj_0052.mrg,N,2,Terms were n't disclosed *-1 .
2,wsj_0052.mrg,N,6,NTG was formed *-1 by Osborn Communications Corp. and Desai Capital .
2,wsj_0009.mrg,N,0,Clark J. Vitulli was named *-12 senior vice president *RNR*-1 and general manager *RNR*-1 of this U.S. sales and marketing arm of Japanese auto maker Mazda Motor Corp .
2,wsj_0009.mrg,N,1,"In the new position he will oversee Mazda 's U.S. sales , service , parts and marketing operations ."
2,wsj_0011.mrg,N,5,"Despite the gloomy forecast , South Korea has recorded a trade surplus of $ 71 million *U* so far this year ."
2,wsj_0098.mrg,N,1,The vote came after a debate replete with complaints from both proponents and critics of a substantial increase in the wage floor .
2,wsj_0098.mrg,N,7,"`` There are no smiles about this bill , '' Rep. Pat Williams -LRB- D. , Mont . -RRB- said *T*-1 during House floor debate yesterday ."
2,wsj_0098.mrg,N,16,The training wage covers only workers who *T*-260 are 16 to 19 years old .
2,wsj_0049.mrg,N,7,"Until last week , the IRS rarely acted on the incomplete forms ."
2,wsj_0049.mrg,N,11,These individuals may not necessarily be under investigation when they hire lawyers *T*-1 .
2,wsj_0049.mrg,N,29,THE WAR OVER FEDERAL JUDICIAL SALARIES takes a victim .
2,wsj_0049.mrg,N,30,"Often , judges ease into more lucrative private practice with little fanfare , but not federal Judge Raul A. Ramirez in Sacramento , Calif ."
2,wsj_0049.mrg,N,32,The reason : the refusal *ICH*-1 of Congress * to give federal judges a raise .
2,wsj_0049.mrg,N,39,"At his new job , as partner in charge of federal litigation in the Sacramento office of Orrick , Herrington & Sutcliffe , he will make out much better ."
2,wsj_0049.mrg,N,43,"The dispute involves Darkhorse Productions Inc. , a TV production company in which Mr. Trudeau is a co-owner *T*-1 ."
2,wsj_0049.mrg,N,45,The guild began a strike against the TV and movie industry in March 1988 .
2,wsj_0049.mrg,N,53,ABORTION RULING UPHELD *-1 :
2,wsj_0049.mrg,N,59,INQUIRY CLEARS TEXAS JUDGE of bias in comments on homosexual murder victims .
2,wsj_0049.mrg,N,66,GAF TRIAL goes to round three .
2,wsj_0049.mrg,N,69,The first two GAF trials ended in mistrials earlier this year .
2,wsj_0049.mrg,N,71,* SWITCHING TO THE DEFENSE :
2,wsj_0049.mrg,N,72,"A former member of the prosecution team in the Iran\/Contra affair joined the Chicago firm of Mayer , Brown & Platt ."
2,wsj_0049.mrg,N,73,"Michael R. Bromwich , a member since January 1987 of the three-lawyer trial team in the prosecution of Oliver North , became a partner in the Washington , D.C. , office of the 520-lawyer firm ."
2,wsj_0049.mrg,N,74,He will specialize in white-collar criminal defense work .
2,wsj_0013.mrg,N,4,"PS of New Hampshire , Manchester , N.H. , values its internal reorganization plan at about $ 2.2 billion *U* ."
2,wsj_0013.mrg,N,10,`` That attracts attention ...
2,wsj_0013.mrg,N,17,"PS of New Hampshire shares closed yesterday at $ 3.75 *U* , off 25 cents , in New York Stock Exchange composite trading ."
2,wsj_0137.mrg,N,0,Tokyo stocks edged up Wednesday in relatively active but unfocused trading .
2,wsj_0137.mrg,N,1,London shares finished moderately higher .
2,wsj_0137.mrg,N,3,"In early trading in Tokyo Thursday , the Nikkei index fell 63.79 points to 35500.64 ."
2,wsj_0137.mrg,N,4,"Wednesday 's volume on the First Section was estimated *-1 at 900 million shares , in line with Tuesday 's 909 million ."
2,wsj_0137.mrg,N,10,Institutions mostly remained on the sidelines because of uncertainty regarding interest rates and the dollar .
2,wsj_0137.mrg,N,13,"Volume in the second section was estimated *-1 at 18 million shares , up from 14 million Tuesday ."
2,wsj_0137.mrg,N,17,"It ended the day up 80 yen -LRB- 56 cents -RRB- to 1,880 yen -LRB- $ 13.15 *U* -RRB- ."
2,wsj_0137.mrg,N,23,Marubeni advanced 11 to 890 .
2,wsj_0137.mrg,N,25,The Financial Times-Stock Exchange 100-share index closed 17.5 points higher at 2160.1 .
2,wsj_0137.mrg,N,29,"Also , several key blue chips were pushed higher in thin volume because of a technical squeeze among market makers ."
2,wsj_0137.mrg,N,31,There were concerns *ICH*-1 early in the day that Wall Street 's sharp gains on Tuesday were overdone and due for a reversal .
2,wsj_0137.mrg,N,32,The FT 30-share index settled 16.7 points higher at 1738.1 .
2,wsj_0137.mrg,N,35,They cited Wall Street 's recent volatility and the lack of a clear indication over the market 's short-term direction as factors in the institutional caution .
2,wsj_0137.mrg,N,42,"Like Jaguar , B.A.T also eased off its highs in afternoon dealings ."
2,wsj_0137.mrg,N,47,Drug companies in the key index also notched gains as market-makers searched for stock in anticipation of demand due to the sector 's defensive qualities .
2,wsj_0137.mrg,N,56,"* To make them directly comparable , each index is based *-1 on the close of 1969 equaling 100 ."
2,wsj_0176.mrg,N,3,"By comparison , for the first nine months , Xerox earned $ 492 million *U* , or $ 4.55 *U* a share , on revenue of $ 12.97 billion *U* ."
2,wsj_0176.mrg,N,5,"Property\/casualty insurance has been a tough business in recent quarters , as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments ."
2,wsj_0008.mrg,N,2,The government 's borrowing authority dropped at midnight Tuesday to $ 2.80 trillion *U* from $ 2.87 trillion *U* .
2,wsj_0046.mrg,N,3,The purchase price includes two ancillary companies .
2,wsj_0010.mrg,N,2,The National Association of Manufacturers settled on the Hoosier capital of Indianapolis for its fall board meeting .
2,wsj_0010.mrg,N,5,"On the receiving end of the message were *T*-1 officials from giants like Du Pont and Maytag , along with lesser knowns like Trojan Steel and the Valley Queen Cheese Factory ."
2,wsj_0010.mrg,N,6,"For starters , the executives joined Mayor William H. Hudnut III for an evening of the Indianapolis Symphony Orchestra and a guest pianist-comedian Victor Borge ."
2,wsj_0010.mrg,N,7,Champagne and dessert followed .
2,wsj_0010.mrg,N,8,"The next morning , with a police escort , busloads of executives and their wives raced to the Indianapolis Motor Speedway , *-1 unimpeded by traffic or red lights ."
2,wsj_0010.mrg,N,11,"Then , in the guests ' honor , the speedway hauled out four drivers , crews and even the official Indianapolis 500 announcer for a 10-lap exhibition race ."
2,wsj_0010.mrg,N,12,"After the race , Fortune 500 executives drooled like schoolboys over the cars and drivers ."
2,wsj_0010.mrg,N,19,"But for now , they 're looking forward to their winter meeting -- Boca in February ."
2,wsj_0177.mrg,N,2,Sales rose 11 % to 292.32 billion yen from 263.07 billion yen .
2,wsj_0177.mrg,N,3,Net income surged 31 % to 7.63 billion yen from 5.82 billion yen .
2,wsj_0177.mrg,N,4,Per-share net rose to 7.84 yen from 6.53 yen .
2,wsj_0177.mrg,N,6,"Domestic sales of construction machinery , such as power shovels and bulldozers rose to 142.84 billion yen from 126.15 billion yen ."
2,wsj_0152.mrg,N,3,Telerate 's two independent directors have rejected the offer as inadequate .
2,wsj_0152.mrg,N,4,"In composite trading on the New York Stock Exchange , Telerate shares closed at $ 19.50 *U* , up 12.5 cents ."
2,wsj_0152.mrg,N,5,Telerate provides an electronic financial information network .
2,wsj_0175.mrg,N,6,Both sides are in talks 0 * to settle the dispute *T*-1 .
2,wsj_0117.mrg,N,0,The United Kingdom High Court declared illegal a variety of interest-rate swap transactions and options deals between a London borough council and commercial banks .
2,wsj_0117.mrg,N,3,An appeal is expected *-68 .
2,wsj_0117.mrg,N,13,The council backed the audit commission 's stand that the swap transactions are illegal .
2,wsj_0118.mrg,N,4,But the heated fight over program trading is about much more than a volatile stock market .
2,wsj_0118.mrg,N,15,"The Old Guard 's assault on program trading and its practitioners has been fierce and broad-based , in part because some Old Guard members feel 0 their very livelihood is at stake ."
2,wsj_0118.mrg,N,31,"At Kidder , a unit of General Electric Co. , and other big brokerage firms , stockbrokers battle their own firm 's program traders a few floors away ."
2,wsj_0118.mrg,N,33,The Big Board -- the nation 's premier stock exchange -- is sharply divided between its floor traders and its top executives .
2,wsj_0118.mrg,N,38,But we are not going back to 1970 . ''
2,wsj_0118.mrg,N,39,"Again and again , program-trading 's critics raise the `` casino '' theme ."
2,wsj_0118.mrg,N,42,"The program traders , on the other hand , portray old-fashioned stock pickers as the Neanderthals of the industry ."
2,wsj_0118.mrg,N,47,That divergence is what stock index traders seek *T*-69 .
2,wsj_0118.mrg,N,50,"A program trade of $ 5 million *U* of stock typically earns a razor-thin profit of $ 25,000 *U* ."
2,wsj_0118.mrg,N,54,But many experts and traders say that program trading is n't the main reason for stock-market gyrations .
2,wsj_0118.mrg,N,56,"Says *ICH*-1 the Big Board 's Mr. Phelan , `` Volatility is greater than program trading . ''"
2,wsj_0118.mrg,N,62,"Like virtually everything on Wall Street , the program-trading battle is over money , and the traditionalists have been losing out on bundles of it to the New Guard in recent years ."
2,wsj_0118.mrg,N,68,"Today , about $ 200 billion *U* , or 20 % of all pension-fund stock investments , is held *-73 by index funds ."
2,wsj_0118.mrg,N,71,The specialists see any step to electronic trading as a death knell .
2,wsj_0118.mrg,N,74,"Meanwhile , specialists ' trading risks have skyrocketed as a result of stock-market volatility ."
2,wsj_0118.mrg,N,80,Stockbrokers ' business and pay has been falling .
2,wsj_0118.mrg,N,81,"Last year , the average broker earned $ 71,309 *U* , 24 % lower than in 1987 ."
2,wsj_0118.mrg,N,84,`` Do you make sweatshirts or sparkplugs ?
2,wsj_0118.mrg,N,86,"By this September , program traders were doing a record 13.8 % of the Big Board 's average daily trading volume ."
2,wsj_0118.mrg,N,90,"`` There 's a lynch-mob psychology right now , '' says *T*-1 the top program-trading official at a Wall Street firm ."
2,wsj_0118.mrg,N,92,Too much money *ICH*-1 is at stake for program traders to give up .
2,wsj_0118.mrg,N,94,Stock futures trading has minted dozens of millionaires in their 20s and 30s .
2,wsj_0118.mrg,N,97,The anti-programmers are getting some helpful thunder from Congress .
2,wsj_0118.mrg,N,100,` * Sit down !
2,wsj_0118.mrg,N,101,"You will not panic ,"
2,wsj_0118.mrg,N,102,you will not put the financial system in jeopardy . ' ''
2,wsj_0118.mrg,N,103,But the prospects for legislation that *T*-1 targets program trading is unlikely anytime soon .
2,wsj_0118.mrg,N,110,"Currently , margins on stock futures purchases are much lower -- roughly 7 % compared with 50 % for stocks -- * making the futures market much faster and potentially more speculative ."
2,wsj_0118.mrg,N,117,A reinstatement of the uptick rule for program traders would slow their activity considerably .
2,wsj_0118.mrg,N,119,James A. White contributed to this article .
2,wsj_0118.mrg,N,122,Thus the band-wagon psychology of recent days picks up new impetus .
2,wsj_0118.mrg,N,125,"In index arbitrage , the widget is the S&P 500 , and its price is constantly compared between the futures market in Chicago and the stock markets largely in New York ."
2,wsj_0118.mrg,N,138,* Reducing volatility .
2,wsj_0118.mrg,N,145,Why does this large hypothetical seller trade in Chicago instead of New York *T*-1 ?
2,wsj_0118.mrg,N,151,"The speed of his transaction is n't *-1 to be feared *-79 either , because faster and cleaner execution is desirable , not loathsome ."
2,wsj_0118.mrg,N,153,* Encouraging long-term investing .
2,wsj_0118.mrg,N,154,We must be very cautious about * labeling investors as `` long-term '' or `` short-term . ''
2,wsj_0118.mrg,N,158,"In point of fact , volatility as * measured *-2 by the annualized standard deviation of daily stock price movements has frequently been much higher than it is *?* today ."
2,wsj_0118.mrg,N,159,"Periods before the advent of futures or program trading were often more volatile , usually when fundamental market conditions were undergoing change *T*-1 -LRB- 1973-75 , 1937-40 , and 1928-33 for example -RRB- ."
2,wsj_0118.mrg,N,167,* Getting a level playing field .
2,wsj_0118.mrg,N,169,The loudest of these reformers are money managers who *T*-77 cater to smaller investors .
2,wsj_0118.mrg,N,184,"Mr. Allen 's Pittsburgh firm , Advanced Investment Management Inc. , executes program trades for institutions ."
2,wsj_0027.mrg,N,2,"Stephen Akerfeldt , currently vice president finance , will succeed Mr. McAlpine ."
2,wsj_0027.mrg,N,4,"The company has reported declines in operating profit in each of the past three years , despite steady sales growth ."
2,wsj_0027.mrg,N,6,"On the Toronto Stock Exchange yesterday , Magna shares closed up 37.5 Canadian cents to C$ 9.625 *U* ."
2,wsj_0027.mrg,N,11,Neither they nor Mr. McAlpine could be reached *-38 for comment .
2,wsj_0107.mrg,N,3,The broader question is where the Senate stands *T*-1 on the issue .
2,wsj_0066.mrg,N,0,"Sir Peter Walters , 58-year-old chairman of British Petroleum Co. until next March , joins the board of this cement products company on Dec. 1 ."
2,wsj_0091.mrg,N,3,This is where Bell 's patents went *T*-1 .
2,wsj_0143.mrg,N,0,Standard & Poor 's Corp. lowered to double-C from triple-C the rating on about $ 130 million *U* of debt .
2,wsj_0028.mrg,N,0,"Lord Chilver , 63-year-old chairman of English China Clays PLC , was named *-39 a nonexecutive director of this British chemical company ."
2,wsj_0150.mrg,N,2,The financial-services company will pay 0.82 share for each Williams share .
2,wsj_0150.mrg,N,3,"Williams shares , which *T*-2 were *-2 to be delisted *-1 from the New York Stock Exchange after the close of composite trading yesterday , closed at $ 23.25 *U* , off 12.5 cents ."
2,wsj_0150.mrg,N,4,"Primerica closed at $ 28.25 *U* , down 50 cents ."
2,wsj_0150.mrg,N,5,"Williams , Duluth , Ga. , is an insurance and financial-services holding company ."
2,wsj_0150.mrg,N,8,Terms were n't disclosed *-1 .
2,wsj_0163.mrg,N,6,"Freeport-McMoRan , the parent company , holds roughly 80 % of the units outstanding ."
2,wsj_0082.mrg,N,0,Criticism in the U.S. over recent Japanese acquisitions is looming ever larger in the two countries ' relations .
2,wsj_0082.mrg,N,3,Where they disagree *T*-1 is on the subject of U.S. direct investment in Japan .
2,wsj_0082.mrg,N,8,`` U.S. investors should have a greater opportunity at direct investment '' in Japan .
2,wsj_0082.mrg,N,18,Mr. Pickens made considerable political hay with his troubles in Japan .
2,wsj_0082.mrg,N,22,Each side has a litany of recommendations for the other .
2,wsj_0082.mrg,N,23,The U.S. says 0 it is anxious for results .
2,wsj_0082.mrg,N,26,But they have n't clarified what those might be *T*-187 .
2,wsj_0082.mrg,N,28,The Japanese retort that the first round was too early * to make concessions .
2,wsj_0082.mrg,N,35,"`` Little by little , there is progress , '' says *T*-1 the MITI official ."
2,wsj_0082.mrg,N,36,`` Both sides are taking action . ''
2,wsj_0082.mrg,N,37,Elisabeth Rubinfien contributed to this article .
2,wsj_0012.mrg,N,1,"The new ad plan from Newsweek , a unit of the Washington Post Co. , is the second incentive plan 0 the magazine has offered advertisers *T*-1 in three years ."
2,wsj_0012.mrg,N,4,"A full , four-color page in Newsweek will cost $ 100,980 *U* ."
2,wsj_0012.mrg,N,6,U.S. News has yet *-1 to announce its 1990 ad rates .
