Annotator,Document ID,SentNum,Sentence
1,wsj_0155.mrg,5,"The May contract , which *T*-1 also is without restraints , ended with a gain of 0.54 cent to 14.26 cents ."
1,wsj_0155.mrg,14,"`` It is these 645,000 tons that *T*-1 are in question for this crop year , '' explained *T*-2 Judith Ganes , analyst for Shearson Lehman Hutton , New York ."
1,wsj_0155.mrg,32,Petroleum futures were generally higher with heating oil leading the way .
1,wsj_0155.mrg,34,Gasoline futures were mixed to unchanged .
1,wsj_0155.mrg,40,Trading was muted *-1 in part because of the observance of All Saints ' Day across much of Europe .
1,wsj_0155.mrg,48,The December contract advanced 2.50 cents a pound to $ 1.1650 *U* .
1,wsj_0125.mrg,0,"The following were among yesterday 's offerings and pricings in the U.S. and non-U.S. capital markets , with terms and syndicate manager , as * compiled *-1 by Dow Jones Capital Markets Report :"
1,wsj_0125.mrg,3,The 30-year non-callable issue was priced *-1 at a spread of 57 basis points above the Treasury 's 8 1\/8 % bellwether long bond .
1,wsj_0125.mrg,10,The bonds are insured and triple-A-rated .
1,wsj_0125.mrg,15,"The bonds are rated *-1 single-A by S&P , according to the lead underwriter ."
1,wsj_0125.mrg,19,"They mature 1992-1999 , 2009 and 2017 ."
1,wsj_0125.mrg,23,"They mature in 2005 , 2009 and 2029 ."
1,wsj_0125.mrg,26,The underwriters expect a double-A rating from Moody 's .
1,wsj_0125.mrg,28,"$ 100 million *U* of Eurobonds due Nov. 16 , 1993 , with equity-purchase warrants , indicating a 3 7\/8 % coupon at par , via Daiwa Europe Ltd ."
1,wsj_0125.mrg,33,* Guaranteed *-1 by Svenska Handelsbanken .
1,wsj_0164.mrg,1,Nissan cited strong domestic sales against the backdrop of continuous economic expansion .
1,wsj_0164.mrg,2,"Profit surged 42 % to 40.21 billion yen , or 16.09 yen a share , from 28.36 billion yen , or 11.72 yen a share ."
1,wsj_0164.mrg,4,"Nissan scheduled a seven-yen interim dividend payment , unchanged ."
1,wsj_0016.mrg,1,The strong growth followed year-to-year increases of 21 % in August and 12 % in September .
1,wsj_0016.mrg,2,The monthly sales have been setting records every month since March .
1,wsj_0016.mrg,4,"Sales of passenger cars grew 22 % from a year earlier to 361,376 units ."
1,wsj_0068.mrg,0,GOODY PRODUCTS Inc. cut its quarterly dividend to five cents a share from 11.5 cents a share .
1,wsj_0068.mrg,1,The reduced dividend is payable Jan. 2 to stock of record Dec. 15 .
1,wsj_0068.mrg,3,"In the year-ago quarter , the company reported net income of $ 1.9 million *U* , or 29 cents a share ."
1,wsj_0068.mrg,4,The company also adopted an anti-takeover plan .
1,wsj_0182.mrg,1,Terms were n't disclosed *-1 .
1,wsj_0083.mrg,1,"For Japan , the controversial trend improves access to American markets and technology ."
1,wsj_0083.mrg,5,"In a joint-venture deal , Mitsui guided Candela through Tokyo 's bureaucratic maze ."
1,wsj_0083.mrg,7,"At last count , Candela had sold $ 4 million *U* of its medical devices in Japan ."
1,wsj_0083.mrg,8,The deal also gave Mitsui access to a high-tech medical product .
1,wsj_0083.mrg,10,"Indeed , for many Japanese trading companies , the favorite U.S. small business is one whose research and development *T*-1 can be milked *-117 for future Japanese use ."
1,wsj_0083.mrg,14,"The Needham , Mass. , concern tracks investments in new businesses ."
1,wsj_0083.mrg,15,"In addition , of course , some of the Japanese investments involved outright purchase of small U.S. firms ."
1,wsj_0083.mrg,18,"While the small deals are far less conspicuous , they add to Japanese penetration of the U.S. market ."
2,wsj_0083.mrg,20,Even a low-tech product like plate glass can catch a trading company 's fancy if there 's a strategic fit .
2,wsj_0083.mrg,21,"Free State Glass Industries of Warrenton , Va. , a small fabricator of architectural glass , was foundering under its original management ."
2,wsj_0083.mrg,24,"`` It 's not just a simple investment in a small company , '' Mr. Wakui says *T*-1 ."
2,wsj_0083.mrg,26,"Mitsubishi 's investment in Free State is `` very small ... less than $ 4 million *U* , '' Mr. Wakui says 0 *T*-1 ."
2,wsj_0083.mrg,30,They operate ships and banks .
2,wsj_0083.mrg,33,A host of electronics firms in California 's Silicon Valley were financed *-119 with trading-company venture capital .
2,wsj_0083.mrg,43,Sales by these subsidiaries in the fiscal year ending last March were more than $ 17 billion *U* .
2,wsj_0083.mrg,44,"A 1 % to 2 % *U* return on $ 17 billion *U* `` ai n't hay , '' Mr. Klauser says 0 *T*-1 ."
2,wsj_0069.mrg,1,Mr. Butler will remain on the board as a nonexecutive director .
2,wsj_0080.mrg,3,"However , it has n't yet made any proposals to shareholders ."
2,wsj_0080.mrg,6,It did n't elaborate .
2,wsj_0080.mrg,9,`` He appears *-1 to be in it for the long haul . ''
2,wsj_0080.mrg,10,Mr. Simmons and NL already own a 9.9 % stake in Georgia Gulf .
2,wsj_0080.mrg,12,NL is officially making the offer .
2,wsj_0080.mrg,22,"In other transactions , Mr. Simmons has followed friendly offers with a hostile tender offer ."
2,wsj_0080.mrg,25,"In the third quarter , Georgia Gulf earned $ 46.1 million *U* , or $ 1.85 *U* a share , down from $ 53 million *U* , or $ 1.85 *U* a share on fewer shares outstanding ."
2,wsj_0080.mrg,26,Sales fell to $ 251.2 million *U* from $ 278.7 million *U* .
2,wsj_0110.mrg,1,The key U.S. and foreign annual interest rates below are a guide to general levels but do n't always represent actual transactions .
2,wsj_0110.mrg,4,"FEDERAL FUNDS : 9 1\/2 % high , 8 3\/4 % low , 8 3\/4 % near closing bid , 9 % offered * ."
2,wsj_0110.mrg,5,Reserves traded * among commercial banks for overnight use in amounts of $ 1 million or more *U* .
2,wsj_0110.mrg,11,COMMERCIAL PAPER placed * directly by General Motors Acceptance Corp. : 8.55 % 30 to 44 days ; 8.25 % 45 to 59 days ; 8.45 % 60 to 89 days ; 8 % 90 to 119 days ; 7.90 % 120 to 149 days ; 7.80 % 150 to 179 days ; 7.55 % 180 to 270 days .
2,wsj_0110.mrg,12,"COMMERCIAL PAPER : High-grade unsecured notes sold * through dealers by major corporations in multiples of $ 1,000 *U* : 8.65 % 30 days ; 8.575 % 60 days ; 8.50 % 90 days ."
2,wsj_0110.mrg,14,"Average of top rates paid * by major New York banks on primary new issues of negotiable C.D.s , usually on amounts of $ 1 million and more *U* ."
2,wsj_0110.mrg,18,"Negotiable , bank-backed business credit instruments typically financing an import order ."
2,wsj_0110.mrg,20,LONDON INTERBANK OFFERED RATES -LRB- LIBOR -RRB- : 8 3\/4 % one month ; 8 3\/4 % three months ; 8 1\/2 % six months ; 8 7\/16 % one year .
2,wsj_0110.mrg,23,These rate indications are n't directly comparable ; lending practices vary widely by location .
2,wsj_0110.mrg,24,"TREASURY BILLS : Results of the Monday , October 30 , 1989 , auction of short-term U.S. government bills , sold * at a discount from face value in units of $ 10,000 to $ 1 million *U* : 7.78 % 13 weeks ; 7.62 % 26 weeks ."
2,wsj_0110.mrg,25,FEDERAL HOME LOAN MORTGAGE CORP . -LRB- Freddie Mac -RRB- : Posted yields on 30-year mortgage commitments for delivery within 30 days .
2,wsj_0019.mrg,0,"John R. Stevens , 49 years old , was named *-27 senior executive vice president and chief operating officer , both new positions ."
2,wsj_0019.mrg,3,"Arthur A. Hatch , 59 , was named *-28 executive vice president of the company ."
2,wsj_0019.mrg,7,"Robert P. Tassinari , 63 , was named *-29 senior vice president of Eastern Utilities ."
2,wsj_0071.mrg,4,Diamond Creek 1985 Lake Vineyard Cabernet weighed in this fall with a sticker price of $ 100 *U* a bottle .
2,wsj_0071.mrg,7,These first magnitude wines ranged in price from $ 40 *U* *RNR*-1 to $ 125 *U* *RNR*-1 a bottle .
2,wsj_0071.mrg,8,"In the last year or so , however , this exclusive club has taken in a host of flashy new members ."
2,wsj_0071.mrg,10,France can boast the lion 's share of high-priced bottles .
2,wsj_0071.mrg,11,"Bordeaux 's first growths from 1985 and 1986 are $ 60 to $ 80 *U* each -LRB- except for the smallest in terms of production , Chateau Petrus , which *T*-162 costs around $ 250 *U* ! -RRB- ."
2,wsj_0071.mrg,12,"These prices seem rather modest , however , in light of other French wines from current vintages ."
2,wsj_0071.mrg,14,"In Champagne , some of the prestige cuvees are inching toward $ 100 *U* a bottle ."
2,wsj_0071.mrg,15,The first Champagne 0 *T*-1 to crack that price barrier was the 1979 Salon de Mesnil Blanc de Blancs .
2,wsj_0071.mrg,18,The great reds of the Rhone Valley have soared in price as well .
2,wsj_0071.mrg,20,"None of France 's wine regions can steal a march on Burgundy , however ."
2,wsj_0071.mrg,21,"The six wines of the Domaine de la Romanee-Conti , 72 of the most precious acres of vineyard anywhere in the world , have commanded three-digit price tags for several years now ."
2,wsj_0071.mrg,22,"With the 1985 vintage , they soared higher : La Tache , $ 195 *U* ; Richebourg , $ 180 *U* ; Romanee-Conti , $ 225 *U* ."
2,wsj_0071.mrg,23,"Another small Burgundy estate , Coche-Dury , has just offered its 1987 Corton-Charlemagne for $ 155 *U* ."
2,wsj_0071.mrg,25,"Spain 's Vega Secilia Unico 1979 -LRB- released * only in its 10th year -RRB- is $ 70 *U* , as is *?* Australia 's Grange Hermitage 1982 ."
2,wsj_0071.mrg,30,"Some of the newer wines , even at $ 90 to $ 100 *U* *ICH*-1 a bottle or so , almost offer a bargain . ''"
2,wsj_0071.mrg,31,* Take Lake Vineyard Cabernet from Diamond Creek .
2,wsj_0071.mrg,41,"`` It 's just sort of a one-upsmanship thing with some people , '' added *T*-1 Larry Shapiro ."
2,wsj_0071.mrg,45,But consumers who *T*-169 buy at this level are also more knowledgeable than they were *?* a few years ago .
2,wsj_0071.mrg,53,"In every major market in the U.S. , for instance , you can buy '86 La Tache or Richebourg , virtually all of the first growth Bordeaux -LRB- except Petrus -RRB- , as well as Opus One and Dominus from California and , at the moment , the Stag 's Leap 1985 Cask 23 ."
2,wsj_0130.mrg,3,"Too often now , a single court decision becomes the precedent for other , less compelling cases ."
2,wsj_0130.mrg,6,"In the 1970s , scientists reported cancer cases among the daughters of DES users ."
2,wsj_0130.mrg,10,This has some logic .
2,wsj_0130.mrg,12,But courts quickly tumbled down a slippery slope .
2,wsj_0130.mrg,16,"Despite the Supreme Court 's refusal * to hear the case , there are serious constitutional issues of due process and uncompensated takings from the defendants ."
2,wsj_0130.mrg,27,DES daughters and other victims of drugs would be better off if their cases were taken *-1 out of the courts .
2,wsj_0099.mrg,0,"Zenith Data Systems Corp. , a subsidiary of Zenith Electronics Corp. , received a $ 534 million *U* Navy contract for software and services of microcomputers over an 84-month period ."
2,wsj_0099.mrg,1,Rockwell International Corp. won a $ 130.7 million *U* Air Force contract for AC-130U gunship replacement aircraft .
2,wsj_0099.mrg,3,Federal Data Corp. got a $ 29.4 million *U* Air Force contract for intelligence data handling .
2,wsj_0174.mrg,9,The ban on cross-border movement was imposed *-1 last month after a massive exodus of emigres to West Germany .
2,wsj_0174.mrg,10,"Also , a Communist official for the first time said 0 the future of the Berlin Wall could be open to discussion ."
2,wsj_0174.mrg,16,House-Senate conferees approved major portions of a package for more than $ 500 million *U* in economic aid for Poland .
2,wsj_0174.mrg,19,South African troops were placed *-1 on alert .
2,wsj_0174.mrg,24,Beijing 's rulers complained to the former president about U.S. `` interference '' in China 's domestic affairs .
2,wsj_0052.mrg,2,Terms were n't disclosed *-1 .
2,wsj_0052.mrg,6,NTG was formed *-1 by Osborn Communications Corp. and Desai Capital .
2,wsj_0009.mrg,0,Clark J. Vitulli was named *-12 senior vice president *RNR*-1 and general manager *RNR*-1 of this U.S. sales and marketing arm of Japanese auto maker Mazda Motor Corp .
2,wsj_0009.mrg,1,"In the new position he will oversee Mazda 's U.S. sales , service , parts and marketing operations ."
2,wsj_0011.mrg,5,"Despite the gloomy forecast , South Korea has recorded a trade surplus of $ 71 million *U* so far this year ."
2,wsj_0098.mrg,1,The vote came after a debate replete with complaints from both proponents and critics of a substantial increase in the wage floor .
2,wsj_0098.mrg,7,"`` There are no smiles about this bill , '' Rep. Pat Williams -LRB- D. , Mont . -RRB- said *T*-1 during House floor debate yesterday ."
2,wsj_0098.mrg,16,The training wage covers only workers who *T*-260 are 16 to 19 years old .
2,wsj_0049.mrg,7,"Until last week , the IRS rarely acted on the incomplete forms ."
2,wsj_0049.mrg,11,These individuals may not necessarily be under investigation when they hire lawyers *T*-1 .
2,wsj_0049.mrg,29,THE WAR OVER FEDERAL JUDICIAL SALARIES takes a victim .
2,wsj_0049.mrg,30,"Often , judges ease into more lucrative private practice with little fanfare , but not federal Judge Raul A. Ramirez in Sacramento , Calif ."
2,wsj_0049.mrg,32,The reason : the refusal *ICH*-1 of Congress * to give federal judges a raise .
2,wsj_0049.mrg,39,"At his new job , as partner in charge of federal litigation in the Sacramento office of Orrick , Herrington & Sutcliffe , he will make out much better ."
2,wsj_0049.mrg,43,"The dispute involves Darkhorse Productions Inc. , a TV production company in which Mr. Trudeau is a co-owner *T*-1 ."
2,wsj_0049.mrg,45,The guild began a strike against the TV and movie industry in March 1988 .
2,wsj_0049.mrg,53,ABORTION RULING UPHELD *-1 :
2,wsj_0049.mrg,59,INQUIRY CLEARS TEXAS JUDGE of bias in comments on homosexual murder victims .
2,wsj_0049.mrg,66,GAF TRIAL goes to round three .
2,wsj_0049.mrg,69,The first two GAF trials ended in mistrials earlier this year .
2,wsj_0049.mrg,71,* SWITCHING TO THE DEFENSE :
2,wsj_0049.mrg,72,"A former member of the prosecution team in the Iran\/Contra affair joined the Chicago firm of Mayer , Brown & Platt ."
2,wsj_0049.mrg,73,"Michael R. Bromwich , a member since January 1987 of the three-lawyer trial team in the prosecution of Oliver North , became a partner in the Washington , D.C. , office of the 520-lawyer firm ."
2,wsj_0049.mrg,74,He will specialize in white-collar criminal defense work .
2,wsj_0013.mrg,4,"PS of New Hampshire , Manchester , N.H. , values its internal reorganization plan at about $ 2.2 billion *U* ."
2,wsj_0013.mrg,10,`` That attracts attention ...
2,wsj_0013.mrg,17,"PS of New Hampshire shares closed yesterday at $ 3.75 *U* , off 25 cents , in New York Stock Exchange composite trading ."
2,wsj_0137.mrg,0,Tokyo stocks edged up Wednesday in relatively active but unfocused trading .
2,wsj_0137.mrg,1,London shares finished moderately higher .
2,wsj_0137.mrg,3,"In early trading in Tokyo Thursday , the Nikkei index fell 63.79 points to 35500.64 ."
2,wsj_0137.mrg,4,"Wednesday 's volume on the First Section was estimated *-1 at 900 million shares , in line with Tuesday 's 909 million ."
2,wsj_0137.mrg,10,Institutions mostly remained on the sidelines because of uncertainty regarding interest rates and the dollar .
2,wsj_0137.mrg,13,"Volume in the second section was estimated *-1 at 18 million shares , up from 14 million Tuesday ."
2,wsj_0137.mrg,17,"It ended the day up 80 yen -LRB- 56 cents -RRB- to 1,880 yen -LRB- $ 13.15 *U* -RRB- ."
2,wsj_0137.mrg,23,Marubeni advanced 11 to 890 .
2,wsj_0137.mrg,25,The Financial Times-Stock Exchange 100-share index closed 17.5 points higher at 2160.1 .
2,wsj_0137.mrg,29,"Also , several key blue chips were pushed higher in thin volume because of a technical squeeze among market makers ."
2,wsj_0137.mrg,31,There were concerns *ICH*-1 early in the day that Wall Street 's sharp gains on Tuesday were overdone and due for a reversal .
2,wsj_0137.mrg,32,The FT 30-share index settled 16.7 points higher at 1738.1 .
2,wsj_0137.mrg,35,They cited Wall Street 's recent volatility and the lack of a clear indication over the market 's short-term direction as factors in the institutional caution .
2,wsj_0137.mrg,42,"Like Jaguar , B.A.T also eased off its highs in afternoon dealings ."
2,wsj_0137.mrg,47,Drug companies in the key index also notched gains as market-makers searched for stock in anticipation of demand due to the sector 's defensive qualities .
2,wsj_0137.mrg,56,"* To make them directly comparable , each index is based *-1 on the close of 1969 equaling 100 ."
2,wsj_0176.mrg,3,"By comparison , for the first nine months , Xerox earned $ 492 million *U* , or $ 4.55 *U* a share , on revenue of $ 12.97 billion *U* ."
2,wsj_0176.mrg,5,"Property\/casualty insurance has been a tough business in recent quarters , as pricing has been cutthroat and natural disasters such as Hurricane Hugo and the California earthquake have resulted in huge payments ."
2,wsj_0008.mrg,2,The government 's borrowing authority dropped at midnight Tuesday to $ 2.80 trillion *U* from $ 2.87 trillion *U* .
2,wsj_0046.mrg,3,The purchase price includes two ancillary companies .
2,wsj_0010.mrg,2,The National Association of Manufacturers settled on the Hoosier capital of Indianapolis for its fall board meeting .
2,wsj_0010.mrg,5,"On the receiving end of the message were *T*-1 officials from giants like Du Pont and Maytag , along with lesser knowns like Trojan Steel and the Valley Queen Cheese Factory ."
2,wsj_0010.mrg,6,"For starters , the executives joined Mayor William H. Hudnut III for an evening of the Indianapolis Symphony Orchestra and a guest pianist-comedian Victor Borge ."
2,wsj_0010.mrg,7,Champagne and dessert followed .
2,wsj_0010.mrg,8,"The next morning , with a police escort , busloads of executives and their wives raced to the Indianapolis Motor Speedway , *-1 unimpeded by traffic or red lights ."
2,wsj_0010.mrg,11,"Then , in the guests ' honor , the speedway hauled out four drivers , crews and even the official Indianapolis 500 announcer for a 10-lap exhibition race ."
2,wsj_0010.mrg,12,"After the race , Fortune 500 executives drooled like schoolboys over the cars and drivers ."
2,wsj_0010.mrg,19,"But for now , they 're looking forward to their winter meeting -- Boca in February ."
2,wsj_0177.mrg,2,Sales rose 11 % to 292.32 billion yen from 263.07 billion yen .
2,wsj_0177.mrg,3,Net income surged 31 % to 7.63 billion yen from 5.82 billion yen .
2,wsj_0177.mrg,4,Per-share net rose to 7.84 yen from 6.53 yen .
2,wsj_0177.mrg,6,"Domestic sales of construction machinery , such as power shovels and bulldozers rose to 142.84 billion yen from 126.15 billion yen ."
2,wsj_0152.mrg,3,Telerate 's two independent directors have rejected the offer as inadequate .
2,wsj_0152.mrg,4,"In composite trading on the New York Stock Exchange , Telerate shares closed at $ 19.50 *U* , up 12.5 cents ."
2,wsj_0152.mrg,5,Telerate provides an electronic financial information network .
2,wsj_0175.mrg,6,Both sides are in talks 0 * to settle the dispute *T*-1 .
2,wsj_0117.mrg,0,The United Kingdom High Court declared illegal a variety of interest-rate swap transactions and options deals between a London borough council and commercial banks .
2,wsj_0117.mrg,3,An appeal is expected *-68 .
2,wsj_0117.mrg,13,The council backed the audit commission 's stand that the swap transactions are illegal .
2,wsj_0118.mrg,4,But the heated fight over program trading is about much more than a volatile stock market .
2,wsj_0118.mrg,15,"The Old Guard 's assault on program trading and its practitioners has been fierce and broad-based , in part because some Old Guard members feel 0 their very livelihood is at stake ."
2,wsj_0118.mrg,31,"At Kidder , a unit of General Electric Co. , and other big brokerage firms , stockbrokers battle their own firm 's program traders a few floors away ."
2,wsj_0118.mrg,33,The Big Board -- the nation 's premier stock exchange -- is sharply divided between its floor traders and its top executives .
2,wsj_0118.mrg,38,But we are not going back to 1970 . ''
2,wsj_0118.mrg,39,"Again and again , program-trading 's critics raise the `` casino '' theme ."
2,wsj_0118.mrg,42,"The program traders , on the other hand , portray old-fashioned stock pickers as the Neanderthals of the industry ."
2,wsj_0118.mrg,47,That divergence is what stock index traders seek *T*-69 .
2,wsj_0118.mrg,50,"A program trade of $ 5 million *U* of stock typically earns a razor-thin profit of $ 25,000 *U* ."
2,wsj_0118.mrg,54,But many experts and traders say that program trading is n't the main reason for stock-market gyrations .
2,wsj_0118.mrg,56,"Says *ICH*-1 the Big Board 's Mr. Phelan , `` Volatility is greater than program trading . ''"
2,wsj_0118.mrg,62,"Like virtually everything on Wall Street , the program-trading battle is over money , and the traditionalists have been losing out on bundles of it to the New Guard in recent years ."
2,wsj_0118.mrg,68,"Today , about $ 200 billion *U* , or 20 % of all pension-fund stock investments , is held *-73 by index funds ."
2,wsj_0118.mrg,71,The specialists see any step to electronic trading as a death knell .
2,wsj_0118.mrg,74,"Meanwhile , specialists ' trading risks have skyrocketed as a result of stock-market volatility ."
2,wsj_0118.mrg,80,Stockbrokers ' business and pay has been falling .
2,wsj_0118.mrg,81,"Last year , the average broker earned $ 71,309 *U* , 24 % lower than in 1987 ."
2,wsj_0118.mrg,84,`` Do you make sweatshirts or sparkplugs ?
2,wsj_0118.mrg,86,"By this September , program traders were doing a record 13.8 % of the Big Board 's average daily trading volume ."
2,wsj_0118.mrg,90,"`` There 's a lynch-mob psychology right now , '' says *T*-1 the top program-trading official at a Wall Street firm ."
2,wsj_0118.mrg,92,Too much money *ICH*-1 is at stake for program traders to give up .
2,wsj_0118.mrg,94,Stock futures trading has minted dozens of millionaires in their 20s and 30s .
2,wsj_0118.mrg,97,The anti-programmers are getting some helpful thunder from Congress .
2,wsj_0118.mrg,100,` * Sit down !
2,wsj_0118.mrg,101,"You will not panic ,"
2,wsj_0118.mrg,102,you will not put the financial system in jeopardy . ' ''
2,wsj_0118.mrg,103,But the prospects for legislation that *T*-1 targets program trading is unlikely anytime soon .
2,wsj_0118.mrg,110,"Currently , margins on stock futures purchases are much lower -- roughly 7 % compared with 50 % for stocks -- * making the futures market much faster and potentially more speculative ."
2,wsj_0118.mrg,117,A reinstatement of the uptick rule for program traders would slow their activity considerably .
2,wsj_0118.mrg,119,James A. White contributed to this article .
2,wsj_0118.mrg,122,Thus the band-wagon psychology of recent days picks up new impetus .
2,wsj_0118.mrg,125,"In index arbitrage , the widget is the S&P 500 , and its price is constantly compared between the futures market in Chicago and the stock markets largely in New York ."
2,wsj_0118.mrg,138,* Reducing volatility .
2,wsj_0118.mrg,145,Why does this large hypothetical seller trade in Chicago instead of New York *T*-1 ?
2,wsj_0118.mrg,151,"The speed of his transaction is n't *-1 to be feared *-79 either , because faster and cleaner execution is desirable , not loathsome ."
2,wsj_0118.mrg,153,* Encouraging long-term investing .
2,wsj_0118.mrg,154,We must be very cautious about * labeling investors as `` long-term '' or `` short-term . ''
2,wsj_0118.mrg,158,"In point of fact , volatility as * measured *-2 by the annualized standard deviation of daily stock price movements has frequently been much higher than it is *?* today ."
2,wsj_0118.mrg,159,"Periods before the advent of futures or program trading were often more volatile , usually when fundamental market conditions were undergoing change *T*-1 -LRB- 1973-75 , 1937-40 , and 1928-33 for example -RRB- ."
2,wsj_0118.mrg,167,* Getting a level playing field .
2,wsj_0118.mrg,169,The loudest of these reformers are money managers who *T*-77 cater to smaller investors .
2,wsj_0118.mrg,184,"Mr. Allen 's Pittsburgh firm , Advanced Investment Management Inc. , executes program trades for institutions ."
2,wsj_0027.mrg,2,"Stephen Akerfeldt , currently vice president finance , will succeed Mr. McAlpine ."
2,wsj_0027.mrg,4,"The company has reported declines in operating profit in each of the past three years , despite steady sales growth ."
2,wsj_0027.mrg,6,"On the Toronto Stock Exchange yesterday , Magna shares closed up 37.5 Canadian cents to C$ 9.625 *U* ."
2,wsj_0027.mrg,11,Neither they nor Mr. McAlpine could be reached *-38 for comment .
2,wsj_0107.mrg,3,The broader question is where the Senate stands *T*-1 on the issue .
2,wsj_0066.mrg,0,"Sir Peter Walters , 58-year-old chairman of British Petroleum Co. until next March , joins the board of this cement products company on Dec. 1 ."
2,wsj_0091.mrg,3,This is where Bell 's patents went *T*-1 .
2,wsj_0143.mrg,0,Standard & Poor 's Corp. lowered to double-C from triple-C the rating on about $ 130 million *U* of debt .
2,wsj_0028.mrg,0,"Lord Chilver , 63-year-old chairman of English China Clays PLC , was named *-39 a nonexecutive director of this British chemical company ."
2,wsj_0150.mrg,2,The financial-services company will pay 0.82 share for each Williams share .
2,wsj_0150.mrg,3,"Williams shares , which *T*-2 were *-2 to be delisted *-1 from the New York Stock Exchange after the close of composite trading yesterday , closed at $ 23.25 *U* , off 12.5 cents ."
2,wsj_0150.mrg,4,"Primerica closed at $ 28.25 *U* , down 50 cents ."
2,wsj_0150.mrg,5,"Williams , Duluth , Ga. , is an insurance and financial-services holding company ."
2,wsj_0150.mrg,8,Terms were n't disclosed *-1 .
2,wsj_0163.mrg,6,"Freeport-McMoRan , the parent company , holds roughly 80 % of the units outstanding ."
2,wsj_0082.mrg,0,Criticism in the U.S. over recent Japanese acquisitions is looming ever larger in the two countries ' relations .
2,wsj_0082.mrg,3,Where they disagree *T*-1 is on the subject of U.S. direct investment in Japan .
2,wsj_0082.mrg,8,`` U.S. investors should have a greater opportunity at direct investment '' in Japan .
2,wsj_0082.mrg,18,Mr. Pickens made considerable political hay with his troubles in Japan .
2,wsj_0082.mrg,22,Each side has a litany of recommendations for the other .
2,wsj_0082.mrg,23,The U.S. says 0 it is anxious for results .
2,wsj_0082.mrg,26,But they have n't clarified what those might be *T*-187 .
2,wsj_0082.mrg,28,The Japanese retort that the first round was too early * to make concessions .
2,wsj_0082.mrg,35,"`` Little by little , there is progress , '' says *T*-1 the MITI official ."
2,wsj_0082.mrg,36,`` Both sides are taking action . ''
2,wsj_0082.mrg,37,Elisabeth Rubinfien contributed to this article .
2,wsj_0012.mrg,1,"The new ad plan from Newsweek , a unit of the Washington Post Co. , is the second incentive plan 0 the magazine has offered advertisers *T*-1 in three years ."
2,wsj_0012.mrg,4,"A full , four-color page in Newsweek will cost $ 100,980 *U* ."
2,wsj_0012.mrg,6,U.S. News has yet *-1 to announce its 1990 ad rates .
2,wsj_0012.mrg,11,"Both Newsweek and U.S. News have been gaining circulation in recent years without heavy use of electronic giveaways to subscribers , such as telephones or watches ."
2,wsj_0012.mrg,12,"However , none of the big three weeklies recorded circulation gains recently ."
2,wsj_0012.mrg,13,"According to Audit Bureau of Circulations , Time , the largest newsweekly , had average circulation of 4,393,237 , a decrease of 7.3 % ."
2,wsj_0144.mrg,2,But revenue declined to $ 3 billion *U* from $ 3.2 billion *U* .
2,wsj_0144.mrg,6,"In the first nine months , net was $ 306 million *U* , compared with a loss of $ 195 million *U* in the 1988 period ."
2,wsj_0003.mrg,4,"A Lorillard spokewoman said , `` This is an old story ."
2,wsj_0003.mrg,7,Neither Lorillard nor the researchers who *T*-3 studied the workers were aware of any research on smokers of the Kent cigarettes .
2,wsj_0003.mrg,9,Dr. Talcott led a team of researchers from the National Cancer Institute and the medical schools of Harvard University and Boston University .
2,wsj_0003.mrg,21,"In July , the Environmental Protection Agency imposed a gradual ban on virtually all uses of asbestos ."
2,wsj_0003.mrg,24,Areas of the factory *ICH*-2 were particularly dusty where the crocidolite was used *-8 *T*-1 .
2,wsj_0003.mrg,29,It has no bearing on our work force today .
2,wsj_0126.mrg,4,A stadium craze is sweeping the country .
2,wsj_0126.mrg,7,Most boosters claim 0 the new sports complexes will be moneymakers for their city .
2,wsj_0126.mrg,8,Pepperdine University economist Dean Baim scoffs at that .
2,wsj_0126.mrg,12,San Francisco voters rejected a new ballpark two years ago .
2,wsj_0126.mrg,13,"Last month , Phoenix voters turned thumbs down on a $ 100 million *U* stadium bond and tax proposition ."
2,wsj_0126.mrg,26,"`` The Superdome is an exercise in optimism , a statement of faith , '' he has said *T*-1 ."
2,wsj_0126.mrg,27,"`` It is the very building of it *ICH*-4 that *T*-2 is important , not how much of it *T*-3 is used *-1 or its economics . ''"
2,wsj_0126.mrg,28,An Egyptian Pharaoh could n't have justified his pyramids any better .
2,wsj_0126.mrg,29,But civilization has moved forward since then .
2,wsj_0029.mrg,3,The rest went to investors from France and Hong Kong .
2,wsj_0029.mrg,4,"Earlier this year , Japanese investors snapped up a similar , $ 570 million *U* mortgage-backed securities mutual fund ."
2,wsj_0029.mrg,5,"That fund was put *-41 together by Blackstone Group , a New York investment bank ."
2,wsj_0029.mrg,6,"The latest two funds were assembled *-42 jointly by Goldman , Sachs & Co. of the U.S. and Japan 's Daiwa Securities Co ."
2,wsj_0001.mrg,0,"Pierre Vinken , 61 years old , will join the board as a nonexecutive director Nov. 29 ."
2,wsj_0001.mrg,1,"Mr. Vinken is chairman of Elsevier N.V. , the Dutch publishing group ."
2,wsj_0097.mrg,4,U.S. stock-index futures are n't even traded *-1 in Japan now .
2,wsj_0097.mrg,5,"And because of the time difference , the Japanese *RNR*-1 and the U.S. *RNR*-1 markets ' trading hours do n't overlap ."
2,wsj_0097.mrg,7,"About 11.6 % of all program trading by New York Stock Exchange firms in September took place in foreign markets , according to Big Board data ."
